cod_ibge,ente,populacao,score,classificacao,anos_entregues,eorcam_raw,lliq_raw,rrestos_nproc_pct,n_anos_cronicos,qsiconfi,ccauc,autonomia_media,eorcam_norm,lliq_norm,rproc_norm,autonomia_norm,contrib_eorcam,contrib_lliq,contrib_qsiconfi,contrib_ccauc,contrib_autonomia,contrib_rproc,pen_lliq_parcial,pen_situacional,score_base,score_bruto,dias_atraso,decay_fator,dado_suspeito,dado_suspeito_lliq,dado_defasado,lliq_parcial,autonomia_critica,n_licitacoes,valor_homologado_total,n_dispensa,valor_hom_dispensa,ano_ultima_licitacao,pct_dispensa,alerta_dispensa
2501534,Baraúna,5010,89.4,🟢 Risco Baixo,6,100.253,0.143724,0.15,0,1.0,0.0,0.0237325221046553,1.0,0.8593,1.0,0.3593,20.0,25.779,15.0,20.0,3.593,5.0,0.0,0.0,89.372,89.372,33.0,1.0,False,False,False,False,True,43.0,8362992.95,3.0,584477.62,2026.0,0.0699,False
2510808,Patos,108104,89.4,🟢 Risco Baixo,6,92.191,0.091576,0.06,2,1.0,0.0,0.1134922488773959,1.0,0.7289,0.5,0.9996,20.0,21.867,15.0,20.0,9.996,2.5,0.0,0.0,89.363,89.363,33.0,1.0,False,False,False,False,False,464.0,161207152.49,140.0,3571009.75,2026.0,0.0222,False
2512507,Queimadas,50698,87.7,🟢 Risco Baixo,6,122.465,0.228472,0.0,0,1.0,0.0,0.0442198229425309,0.5,1.0,1.0,0.7676,10.0,30.0,15.0,20.0,7.676,5.0,0.0,0.0,87.676,87.676,33.0,1.0,False,False,False,False,True,472.0,107677102.08,254.0,31134857.509999998,2026.0,0.2892,False
2514552,São José de Princesa,3323,87.6,🟢 Risco Baixo,6,91.3105,0.173078,0.0,1,1.0,0.05,0.0147614544437225,1.0,0.9327,0.75,0.188,20.0,27.981,15.0,19.0,1.88,3.75,0.0,0.0,87.61099999999999,87.61099999999999,33.0,1.0,False,False,False,False,True,48.0,816007.78,3.0,181572.78,2026.0,0.2225,False
2502607,Igaracy,5719,87.5,🟢 Risco Baixo,6,85.4175,0.193721,0.38,0,1.0,0.0,0.0185262358512074,0.7709,0.9843,1.0,0.2513,15.418,29.529,15.0,20.0,2.513,5.0,0.0,0.0,87.46000000000001,87.46000000000001,33.0,1.0,False,False,False,False,True,13.0,3078527.34,5.0,934253.58,2025.0,0.3035,True
2511301,Piancó,17088,87.4,🟢 Risco Baixo,6,96.972,0.120401,0.01,0,1.0,0.1,0.029600191717285,1.0,0.801,1.0,0.5389,20.0,24.03,15.0,18.0,5.389,5.0,0.0,0.0,87.419,87.419,33.0,1.0,False,False,False,False,True,140.0,19144511.009999998,5.0,2481478.84,2026.0,0.1296,False
2500304,Alagoa Grande,26655,86.2,🟢 Risco Baixo,6,112.098,0.189499,0.0,3,1.0,0.0,0.0288932252412081,0.7634,0.9737,0.3,0.5252,15.268,29.211,15.0,20.0,5.252,1.5,0.0,0.0,86.231,86.231,33.0,1.0,False,False,False,False,True,84.0,25406557.88,1.0,69419.7,2026.0,0.0027,False
2509339,Matinhas,4759,86.1,🟢 Risco Baixo,6,101.6795,0.417334,1.5,0,1.0,0.3,0.0163807553480048,1.0,1.0,1.0,0.2136,20.0,30.0,15.0,14.0,2.136,5.0,0.0,0.0,86.136,86.136,33.0,1.0,False,False,False,False,True,16.0,2062232.08,0.0,0.0,2026.0,0.0,False
2505303,Curral Velho,2316,85.7,🟢 Risco Baixo,6,94.5215,0.454604,0.0,3,1.0,0.1,0.0098152708288949,1.0,1.0,0.3,0.1245,20.0,30.0,15.0,18.0,1.245,1.5,0.0,0.0,85.745,85.745,33.0,1.0,False,False,False,False,True,11.0,3019553.96,0.0,0.0,2025.0,0.0,False
2513158,Santa Cecília,8113,84.5,🟢 Risco Baixo,6,115.0385,0.181018,0.02,0,1.0,0.0,0.0191584452359157,0.6654,0.9525,1.0,0.2632,13.308,28.575,15.0,20.0,2.632,5.0,0.0,0.0,84.515,84.515,33.0,1.0,False,False,False,False,True,205.0,12479080.870000001,138.0,5085527.26,2026.0,0.4075,True
2502508,Boqueirão,18216,84.4,🟢 Risco Baixo,6,98.1845,0.046581,,0,1.0,0.0,0.0323121852103036,1.0,0.6165,1.0,0.5908,20.0,18.495,15.0,20.0,5.908,5.0,0.0,0.0,84.403,84.403,33.0,1.0,False,False,False,False,True,163.0,39374758.11,0.0,0.0,2026.0,0.0,False
2514602,São José do Bonfim,3337,83.5,🟢 Risco Baixo,6,78.454,0.200112,0.09,0,1.0,0.0,0.0299324857410889,0.4227,1.0,1.0,0.5082,8.454,30.0,15.0,20.0,5.082,5.0,0.0,0.0,83.536,83.536,33.0,1.0,False,False,False,False,True,78.0,1790029.0999999999,11.0,0.0,2026.0,0.0,False
2509701,Monteiro,33886,83.3,🟢 Risco Baixo,6,102.322,0.068327,0.05,0,1.0,0.3,0.0593138850291297,1.0,0.6708,1.0,0.922,20.0,20.124,15.0,14.0,9.22,5.0,0.0,0.0,83.344,83.344,33.0,1.0,False,False,False,False,True,233.0,123206500.03,19.0,1241386.95,2026.0,0.0101,False
2506103,Fagundes,11307,82.7,🟢 Risco Baixo,6,108.8785,0.195556,0.0,4,1.0,0.25,0.0282724925681744,0.8707,0.9889,0.1,0.5131,17.414,29.667,15.0,15.0,5.131,0.5,0.0,0.0,82.712,82.712,33.0,1.0,False,False,False,False,True,45.0,9821061.73,0.0,0.0,2026.0,0.0,False
2503753,Cajazeirinhas,2760,81.9,🟢 Risco Baixo,6,87.61,0.130821,0.03,1,1.0,0.1,0.0198384409286465,0.8805,0.8271,0.75,0.2764,17.61,24.813,15.0,18.0,2.764,3.75,0.0,0.0,81.937,81.937,33.0,1.0,False,False,False,False,True,46.0,4218574.53,1.0,83431.0,2026.0,0.0198,False
2513406,Santa Luzia,15418,81.8,🟢 Risco Baixo,6,79.498,0.097839,2.39,0,1.0,0.0,0.109993577087527,0.4749,0.7446,1.0,0.9984,9.498,22.338,15.0,20.0,9.984,5.0,0.0,0.0,81.82,81.82,33.0,1.0,False,False,False,False,False,214.0,106033863.98,105.0,19200557.17,2026.0,0.1811,False
2503100,Cabaceiras,5537,81.8,🟢 Risco Baixo,6,108.6205,0.118543,0.04,0,1.0,0.35,0.039921196944411,0.8793,0.7964,1.0,0.7345,17.586,23.892,15.0,13.0,7.345,5.0,0.0,0.0,81.823,81.823,33.0,1.0,False,False,False,False,True,54.0,14477711.53,1.0,60950.99,2026.0,0.0042,False
2514404,São José de Espinharas,4056,80.4,🟢 Risco Baixo,6,76.597,0.202235,0.03,0,1.0,0.0,0.0246021648608491,0.3298,1.0,1.0,0.3792,6.596,30.0,15.0,20.0,3.792,5.0,0.0,0.0,80.388,80.388,33.0,1.0,False,False,False,False,True,71.0,2861575.37,0.0,0.0,2026.0,0.0,False
2504702,Congo,5124,80.4,🟢 Risco Baixo,4,116.48,0.19884,0.02,0,0.6666666666666666,0.0,0.021683939141904,0.6173,0.9971,1.0,0.3142,12.346,29.913,10.0,20.0,3.142,5.0,0.0,0.0,80.401,80.401,33.0,1.0,False,False,False,False,True,76.0,620856.01,10.0,194517.9,2026.0,0.3133,True
2506608,Ibiara,5713,80.3,🟢 Risco Baixo,6,86.2705,0.138031,0.61,0,1.0,0.25,0.0241077921344743,0.8135,0.8451,1.0,0.3678,16.27,25.353,15.0,15.0,3.678,5.0,0.0,0.0,80.301,80.301,33.0,1.0,False,False,False,False,True,17.0,12498252.93,0.0,0.0,2025.0,0.0,False
2512754,Riachão do Bacamarte,4911,79.0,🟢 Risco Baixo,6,88.558,0.323849,0.01,3,1.0,0.4,0.0151804260954471,0.9279,1.0,0.3,0.1944,18.558,30.0,15.0,12.0,1.944,1.5,0.0,0.0,79.002,79.002,33.0,1.0,False,False,False,False,True,149.0,19233095.2,39.0,244025.31,2026.0,0.0127,False
2505501,Vista Serrana,3772,78.6,🟢 Risco Baixo,6,79.429,0.132792,0.02,0,1.0,0.0,0.0261683807469681,0.4715,0.832,1.0,0.4162,9.43,24.96,15.0,20.0,4.162,5.0,0.0,0.0,78.552,78.552,33.0,1.0,False,False,False,False,True,79.0,12411710.52,12.0,311804.04,2026.0,0.0251,False
2503209,Cabedelo,70734,78.5,🟢 Risco Baixo,6,101.085,0.180399,0.71,0,1.0,1.0,0.2036259029351659,1.0,0.951,1.0,1.0,20.0,28.53,15.0,0.0,10.0,5.0,0.0,0.0,78.53,78.53,33.0,1.0,False,False,False,False,False,548.0,180902936.38,308.0,14142978.08,2026.0,0.0782,False
2503704,Cajazeiras,66585,78.5,🟢 Risco Baixo,6,100.408,-0.0177,0.11,3,1.0,0.1,0.1146076197324451,1.0,0.4652,0.3,0.9997,20.0,13.956,15.0,18.0,9.997,1.5,0.0,0.0,78.453,78.453,33.0,1.0,False,False,False,False,False,724.0,352333724.13,420.0,20492223.43,2027.0,0.0582,False
2511004,Pedra Branca,3851,78.3,🟢 Risco Baixo,5,82.9105,0.26696,,0,0.8333333333333334,0.0,0.0203757036316949,0.6455,1.0,,0.2871,12.91,30.0,12.5,20.0,2.871,0.0,0.0,0.0,78.28099999999999,78.28099999999999,33.0,1.0,False,False,False,False,True,8.0,187272.6,0.0,0.0,2025.0,0.0,False
2509305,Mataraca,8650,78.1,🟢 Risco Baixo,6,94.5825,0.222036,0.02,0,1.0,1.0,0.0445576912164312,1.0,1.0,1.0,0.8138,20.0,30.0,15.0,0.0,8.138,5.0,0.0,0.0,78.138,78.138,33.0,1.0,False,False,False,False,True,35.0,9321840.92,0.0,0.0,2025.0,0.0,False
2507507,João Pessoa,897633,77.2,🟢 Risco Baixo,6,91.0965,0.162516,2.23,0,1.0,1.0,0.2417253843784814,1.0,0.9063,1.0,1.0,20.0,27.189,15.0,0.0,10.0,5.0,0.0,0.0,77.189,77.189,33.0,1.0,False,False,False,False,False,17453.0,113964818462.33,13177.0,100991147817.43,2027.0,0.8862,True
2505907,Emas,3036,76.5,🟢 Risco Baixo,6,86.14,0.027648,0.04,0,1.0,0.0,0.0223534901742967,0.807,0.5691,1.0,0.3286,16.14,17.073,15.0,20.0,3.286,5.0,0.0,0.0,76.499,76.499,33.0,1.0,False,False,False,False,True,93.0,4249957.7,0.0,0.0,2026.0,0.0,False
2502151,Boa Vista,6592,76.0,🟢 Risco Baixo,6,103.392,0.195158,0.74,0,1.0,1.0,0.0351931442231555,1.0,0.9879,1.0,0.6345,20.0,29.637,15.0,0.0,6.345,5.0,0.0,0.0,75.982,75.982,33.0,1.0,False,False,False,False,True,116.0,12841738.0,0.0,0.0,2026.0,0.0,False
2516904,Uiraúna,15431,87.1,🟡 Risco Médio,6,104.0375,0.118522,2.39,5,1.0,0.0,0.0468828446694528,1.0,0.7963,0.0,0.8179,20.0,23.889,15.0,20.0,8.179,0.0,0.0,0.0,87.068,87.068,33.0,1.0,False,False,False,False,True,290.0,62868884.76,170.0,9726616.0,2026.0,0.1547,False
2509156,Marizópolis,7001,78.2,🟡 Risco Médio,6,92.153,0.456556,0.79,6,1.0,0.5,0.0219454053664016,1.0,1.0,0.0,0.3198,20.0,30.0,15.0,10.0,3.198,0.0,0.0,0.0,78.198,78.198,33.0,1.0,False,False,False,False,True,117.0,7894624.59,13.0,255016.83000000002,2026.0,0.0323,False
2512721,Pedro Régis,5932,74.5,🟡 Risco Médio,6,105.032,0.075985,0.61,5,1.0,0.15,0.0142817046690157,0.9989,0.69,0.0,0.1809,19.978,20.7,15.0,17.0,1.809,0.0,0.0,0.0,74.487,74.487,33.0,1.0,False,False,False,False,True,41.0,4427774.4399999995,1.0,65536.0,2026.0,0.0148,False
2513505,Santana de Mangueira,5090,73.6,🟡 Risco Médio,6,90.8735,0.206289,4.09,0,1.0,1.0,0.0237286269086988,1.0,1.0,1.0,0.3592,20.0,30.0,15.0,0.0,3.592,5.0,0.0,0.0,73.592,73.592,33.0,1.0,False,False,False,False,True,29.0,14520279.39,0.0,0.0,2026.0,0.0,False
2514701,São José do Sabugi,4283,73.5,🟡 Risco Médio,6,80.752,0.016901,1.13,2,1.0,0.05,0.0834842826044961,0.5376,0.5423,0.5,0.9951,10.752,16.269,15.0,19.0,9.951,2.5,0.0,0.0,73.47200000000001,73.47200000000001,33.0,1.0,False,False,False,False,False,104.0,6768095.28,44.0,797901.3200000001,2026.0,0.1179,False
2507309,Jacaraú,14969,73.5,🟡 Risco Médio,6,93.5695,-0.069983,0.54,1,1.0,0.1,0.0311749058571572,1.0,0.3698,0.75,0.5692,20.0,11.094,15.0,18.0,5.692,3.75,0.0,0.0,73.536,73.536,33.0,1.0,False,False,False,False,True,155.0,7784922.51,67.0,2431658.34,2026.0,0.3124,True
2515104,São Sebastião de Lagoa de Roça,11387,73.4,🟡 Risco Médio,6,91.2255,0.174782,0.68,0,1.0,1.0,0.0292454124852427,1.0,0.937,1.0,0.532,20.0,28.11,15.0,0.0,5.32,5.0,0.0,0.0,73.43,73.43,33.0,1.0,False,False,False,False,True,86.0,8317344.38,49.0,2171027.06,2026.0,0.261,False
2513703,Santa Rita,160852,73.0,🟡 Risco Médio,6,80.5445,0.041915,0.32,3,1.0,0.1,0.072598254557883,0.5272,0.6048,0.3,0.9806,10.544,18.144,15.0,18.0,9.806,1.5,0.0,0.0,72.994,72.994,33.0,1.0,False,False,False,False,True,683.0,80589540.22,479.0,18679643.82,2026.0,0.2318,False
2512077,Poço de José de Moura,4126,72.2,🟡 Risco Médio,6,104.3465,0.631499,0.65,2,1.0,1.0,0.0283660483846118,1.0,1.0,0.5,0.4696,20.0,30.0,15.0,0.0,4.696,2.5,0.0,0.0,72.196,72.196,33.0,1.0,False,False,False,False,True,187.0,28400963.04,70.0,3854113.15,2026.0,0.1357,False
2504033,Capim,7446,71.7,🟡 Risco Médio,6,94.0435,0.278431,0.01,1,1.0,1.0,0.0210021983817298,1.0,1.0,0.75,0.2999,20.0,30.0,15.0,0.0,2.999,3.75,0.0,0.0,71.749,71.749,33.0,1.0,False,False,False,False,True,45.0,17723869.46,0.0,0.0,2026.0,0.0,False
2504900,Cruz do Espírito Santo,17821,71.6,🟡 Risco Médio,6,103.533,-0.002401,0.02,1,1.0,0.4,0.0328076528281504,1.0,0.4952,0.75,0.6001,20.0,14.856,15.0,12.0,6.001,3.75,0.0,0.0,71.607,71.607,33.0,1.0,False,False,False,False,True,,,,,,,
2509503,Montadas,6144,71.4,🟡 Risco Médio,6,106.9805,0.228289,0.0,1,1.0,1.0,0.0253942418727172,0.934,1.0,0.75,0.3978,18.68,30.0,15.0,0.0,3.978,3.75,0.0,0.0,71.408,71.408,33.0,1.0,False,False,False,False,True,35.0,4594222.48,1.0,2400.0,2026.0,0.0005,False
2511608,Pilões,6974,71.2,🟡 Risco Médio,6,102.463,0.034218,0.06,4,1.0,0.25,0.0217591321644212,1.0,0.5855,0.1,0.3158,20.0,17.565,15.0,15.0,3.158,0.5,0.0,0.0,71.223,71.223,33.0,1.0,False,False,False,False,True,1.0,109108.23,1.0,109108.23,2024.0,1.0,True
2502300,Bom Sucesso,4720,71.1,🟡 Risco Médio,3,82.0778,0.200012,0.0,1,0.5,0.25,0.0200818079343984,0.6039,1.0,0.75,0.2812,12.078,30.0,7.5,15.0,2.812,3.75,0.0,0.0,71.14,71.14,33.0,1.0,False,False,False,False,True,173.0,17542717.73,88.0,1413930.43,2026.0,0.0806,False
2517100,Várzea,2777,71.0,🟡 Risco Médio,6,70.094,0.169413,0.19,0,1.0,0.0,0.0218040146641636,0.0047,0.9235,1.0,0.3168,0.094,27.705,15.0,20.0,3.168,5.0,0.0,0.0,70.967,70.967,33.0,1.0,False,False,False,False,True,151.0,9034343.25,58.0,2350021.24,2026.0,0.2601,False
2511905,Pitimbu,17166,70.9,🟡 Risco Médio,6,87.9565,0.024738,0.36,4,1.0,0.4,0.0504789824355041,0.8978,0.5618,0.1,0.856,17.956,16.854,15.0,12.0,8.56,0.5,0.0,0.0,70.87,70.87,33.0,1.0,False,False,False,False,True,68.0,3322770.16,0.0,0.0,2026.0,0.0,False
2512705,Remígio,18399,70.8,🟡 Risco Médio,6,99.3355,0.116898,0.04,0,1.0,1.0,0.0387093593065104,1.0,0.7922,1.0,0.7038,20.0,23.766,15.0,0.0,7.038,5.0,0.0,0.0,70.804,70.804,33.0,1.0,False,False,False,False,True,89.0,10044132.969999999,0.0,0.0,2026.0,0.0,False
2516151,Sossêgo,3476,70.8,🟡 Risco Médio,6,95.638,0.252893,0.3,1,1.0,1.0,0.0159867314233287,1.0,1.0,0.75,0.2071,20.0,30.0,15.0,0.0,2.071,3.75,0.0,0.0,70.821,70.821,33.0,1.0,False,False,False,False,True,116.0,21804040.87,70.0,6181297.11,2026.0,0.2835,False
2510659,Parari,1745,70.8,🟡 Risco Médio,6,90.029,0.333563,0.19,1,1.0,1.0,0.0158158772967248,1.0,1.0,0.75,0.2044,20.0,30.0,15.0,0.0,2.044,3.75,0.0,0.0,70.794,70.794,33.0,1.0,False,False,False,False,True,39.0,11460000.36,4.0,224227.7,2026.0,0.0196,False
2502805,Brejo do Cruz,14095,70.3,🟡 Risco Médio,6,108.6395,0.192618,0.1,3,1.0,1.0,0.0371827447292285,0.8787,0.9815,0.3,0.6784,17.574,29.445,15.0,0.0,6.784,1.5,0.0,0.0,70.30300000000001,70.30300000000001,33.0,1.0,False,False,False,False,True,255.0,51673780.57,109.0,7683470.91,2026.0,0.1487,False
2516102,Soledade,14409,70.1,🟡 Risco Médio,6,113.1175,0.214268,0.57,1,1.0,1.0,0.0367724065219019,0.7294,1.0,0.75,0.6714,14.588,30.0,15.0,0.0,6.714,3.75,0.0,0.0,70.052,70.052,33.0,1.0,False,False,False,False,True,301.0,22683981.75,176.0,7552410.73,2026.0,0.3329,True
2506707,Imaculada,10497,69.9,🟡 Risco Médio,6,84.467,0.062628,0.28,4,1.0,0.35,0.03981880475017,0.7233,0.6566,0.1,0.7215,14.466,19.698,15.0,13.0,7.215,0.5,0.0,0.0,69.879,69.879,33.0,1.0,False,False,False,False,True,68.0,4807817.6,33.0,3688255.94,2026.0,0.7671,True
2510709,Passagem,2580,69.8,🟡 Risco Médio,6,85.898,-0.001264,0.07,1,1.0,0.1,0.0167115286705747,0.7949,0.4975,0.75,0.2191,15.898,14.925,15.0,18.0,2.191,3.75,0.0,0.0,69.764,69.764,33.0,1.0,False,False,False,False,True,62.0,3313030.86,2.0,61750.15,2026.0,0.0186,False
2512762,Riachão do Poço,4989,69.3,🟡 Risco Médio,6,102.5955,0.009428,3.81,4,1.0,0.4,0.0339524130450406,1.0,0.5236,0.1,0.6057,20.0,15.708,15.0,12.0,6.057,0.5,0.0,0.0,69.265,69.265,33.0,1.0,False,False,False,False,True,37.0,5253988.28,3.0,0.0,2026.0,0.0,False
2511806,Pirpirituba,9411,69.3,🟡 Risco Médio,4,103.0216,0.175405,2.19,0,0.6666666666666666,1.0,0.0341586276824674,1.0,0.9385,1.0,0.6105,20.0,28.155,10.0,0.0,6.105,5.0,0.0,0.0,69.26,69.26,33.0,1.0,False,False,False,False,True,,,,,,,
2516201,Sousa,70066,69.1,🟡 Risco Médio,6,88.9055,-0.203283,0.96,6,1.0,0.0,0.0786012881780188,0.9453,0.1761,0.0,0.989,18.906,5.283,15.0,20.0,9.89,0.0,0.0,0.0,69.07900000000001,69.07900000000001,33.0,1.0,False,False,False,False,True,501.0,60478979.85,216.0,19730158.02,2026.0,0.3262,True
2500775,Aparecida,8257,69.0,🟡 Risco Médio,6,108.4565,0.035662,0.5,5,1.0,0.3,0.0280627439635805,0.8848,0.5892,0.0,0.4622,17.696,17.676,15.0,14.0,4.622,0.0,0.0,0.0,68.994,68.994,33.0,1.0,False,False,False,False,True,160.0,52212711.47,76.0,8396647.32,2026.0,0.1608,False
2501203,Areial,7434,69.0,🟡 Risco Médio,6,92.094,0.112941,0.34,0,1.0,1.0,0.0318269519246202,1.0,0.7824,1.0,0.5547,20.0,23.472,15.0,0.0,5.547,5.0,0.0,0.0,69.019,69.019,33.0,1.0,False,False,False,False,True,57.0,17182718.45,14.0,703780.0,2026.0,0.041,False
2515609,Serra da Raiz,3156,69.0,🟡 Risco Médio,6,96.2175,0.165614,1.51,0,1.0,1.0,0.012536523608556,1.0,0.914,1.0,0.1568,20.0,27.42,15.0,0.0,1.568,5.0,0.0,0.0,68.988,68.988,33.0,1.0,False,False,False,False,True,2.0,27035.5,2.0,27035.5,2025.0,1.0,True
2515930,Sertãozinho,5332,69.0,🟡 Risco Médio,6,109.9135,0.228312,0.13,0,1.0,1.0,0.017410787258911,0.8362,1.0,1.0,0.2311,16.724,30.0,15.0,0.0,2.311,5.0,0.0,0.0,69.035,69.035,33.0,1.0,False,False,False,False,True,223.0,3362865707.29,83.0,3329494079.41,2026.0,0.9901,True
2500908,Arara,12482,68.8,🟡 Risco Médio,6,108.341,0.233326,3.43,4,1.0,1.0,0.0305723035258156,0.8886,1.0,0.1,0.5576,17.772,30.0,15.0,0.0,5.576,0.5,0.0,0.0,68.848,68.848,33.0,1.0,False,False,False,False,True,236.0,20575938.75,154.0,3319080.62,2026.0,0.1613,False
2514453,São José dos Ramos,6137,68.8,🟡 Risco Médio,6,90.662,0.21364,1.41,5,1.0,1.0,0.0245944628597869,1.0,1.0,0.0,0.3791,20.0,30.0,15.0,0.0,3.791,0.0,0.0,0.0,68.791,68.791,33.0,1.0,False,False,False,False,True,180.0,12142628.71,57.0,856526.59,2026.0,0.0705,False
2509800,Mulungu,8909,68.7,🟡 Risco Médio,6,94.8715,0.154077,0.5,2,1.0,1.0,0.0283057124971521,1.0,0.8852,0.5,0.4681,20.0,26.556,15.0,0.0,4.681,2.5,0.0,0.0,68.737,68.737,33.0,1.0,False,False,False,False,True,38.0,873004.0,4.0,873004.0,2026.0,1.0,True
2503555,Cacimbas,7513,68.6,🟡 Risco Médio,6,87.4825,0.410388,0.04,1,1.0,1.0,0.0175024854626811,0.8741,1.0,0.75,0.2328,17.482,30.0,15.0,0.0,2.328,3.75,0.0,0.0,68.56,68.56,33.0,1.0,False,False,False,False,True,72.0,4929927.0600000005,2.0,186998.5,2026.0,0.0379,False
2510105,Nova Floresta,9840,68.6,🟡 Risco Médio,6,105.8935,0.111911,0.05,0,1.0,1.0,0.032769906130578,0.9702,0.7798,1.0,0.5775,19.404,23.394,15.0,0.0,5.775,5.0,0.0,0.0,68.57300000000001,68.57300000000001,33.0,1.0,False,False,False,False,True,144.0,4794028.4799999995,48.0,530148.0,2026.0,0.1106,False
2511400,Picuí,18862,68.6,🟡 Risco Médio,6,89.1125,0.111048,0.34,2,1.0,1.0,0.0516830729980723,0.9556,0.7776,0.5,0.8672,19.112,23.328,15.0,0.0,8.672,2.5,0.0,0.0,68.612,68.612,33.0,1.0,False,False,False,False,True,396.0,59997990.32,156.0,15940137.75,2026.0,0.2657,False
2500205,Aguiar,5026,68.4,🟡 Risco Médio,6,103.9755,0.139557,1.23,0,1.0,1.0,0.0205610337959112,1.0,0.8489,1.0,0.2909,20.0,25.467,15.0,0.0,2.909,5.0,0.0,0.0,68.376,68.376,33.0,1.0,False,False,False,False,True,2.0,294435.0,2.0,294435.0,2025.0,1.0,True
2500403,Alagoa Nova,21823,68.4,🟡 Risco Médio,6,94.9795,0.150561,0.02,3,1.0,1.0,0.030536870316977,1.0,0.8764,0.3,0.5569,20.0,26.292,15.0,0.0,5.569,1.5,0.0,0.0,68.361,68.361,33.0,1.0,False,False,False,False,True,326.0,36967442.29,135.0,23917700.91,2026.0,0.647,True
2508802,Malta,6288,68.2,🟡 Risco Médio,6,77.7465,0.08733,0.46,0,1.0,0.25,0.0250807547748153,0.3873,0.7183,1.0,0.3904,7.746,21.549,15.0,15.0,3.904,5.0,0.0,0.0,68.199,68.199,33.0,1.0,False,False,False,False,True,99.0,7663788.88,39.0,1771988.76,2026.0,0.2312,False
